1,None
2,12 Diary Holders
3,1st PLACE
4,3xCube
5,4Kids Entertainment
6,501st JOINT FIGHTER WING
7,5pb.
8,81 Produce
9,A-1 Pictures
10,A-Craft
11,A-Line
12,A-Sketch
13,ABC Animation
14,AC Create
15,ACC Production
16,ACiD FiLM
17,AG-ONE
18,AIC
19,AIC Frontier
20,AIC Spirits
21,AIR AGENCY
22,AKABEiSOFT2
23,AKOM
24,AMG MUSIC
25,ANIK
26,APPP
27,AQUAPLUS
28,ASCII Media Works
29,ASIA Documentary Productions
30,AT-X
31,AYCO
32,AZ Creative
33,Abema TV
34,Academy Productions
35,Actas
36,Active
37,Adores
38,Adult Source Media
39,Advance Syakujii
40,Age
41,Age Global Networks
42,Agent 21
43,Ai Addiction
44,Ai ga areba Daijobu
45,Aikikaku Center
46,Ajia-Do
47,Akabanten
48,Akita Shoten
49,Alchemist
50,Allure
51,Amber Film Works
52,Amgakuin
53,Amino
54,Amuse
55,Amuse Pictures
56,Angelfish
57,AniMan
58,AnimEigo
59,Animac
60,Animaruya
61,Animate Film
62,Animatic
63,Animation 21
64,Animation Do
65,Animatsu Entertainment
66,Animax
67,Anime Antenna Iinkai
68,Anime Consortium Japan
69,Anime R
70,Aniplex
71,Aniplex of America
72,Ankama
73,Annapuru
74,Anpro
75,Aoni Entertainment
76,Aoni Production
77,Apollon
78,Aquamarine
79,Arcturus
80,Armor
81,Arplants
82,Artland
83,Artmic
84,Asahi Broadcasting
85,Asahi Production
86,Asahi Shimbun
87,Asatsu DK
88,Asgard
89,Ashi Production
90,Asmik Ace Entertainment
91,Assez Finaud Fabric
92,Atelier Musa
93,Atlus
94,Aubec
95,Audio Highs
96,Audio Planning U
97,Audio Tanaka
98,Avaco Creative Studios
99,Avex Entertainment
100,Avex Pictures
101,Azeta Pictures
102,Azumaker
103,BEAM Entertainment
104,BIGFACE
105,BIGLOBE
106,BMG Japan
107,BOOTLEG
108,BS Fuji
109,BS Japan
110,BS NTV
111,BS-TBS
112,BS-i
113,BS11
114,Baku Enterprise
115,Bandai
116,Bandai Channel
117,Bandai Namco Entertainment
118,Bandai Namco Games
119,Bandai Namco Live Creative
120,Bandai Namco Pictures
121,Bandai Namco Rights Marketing
122,Bandai Visual
123,Banpresto
124,Baramiri
125,Barnum Studio
126,BeSTACK
127,Beat Frog
128,Bee Media
129,Bee Train
130,BeeWorks
131,Beijing Rocen Digital
132,Beijing Sharaku Art
133,Beijing Sunchime Happy Culture Company
134,Being
135,Benesse Corporation
136,Beyond C.
137,Big Bang
138,Big West
139,Bishop
140,Bitgang
141,Bliss Pictures
142,Blue Eyes
143,Bouncy
144,Boyan Pictures
145,Brave Hearts
146,BreakBottle
147,Broccoli
148,Bulls Eye
149,Bungeishunjuu
150,Bushiroad
151,Bushiroad Music
152,Byakuya Shobo
153,C & I entertainment
154,C2C
155,CBC
156,CBS
157,CCTV Animation Co. LTD
158,CIC
159,COLOPL
160,CREi
161,Calf Studio
162,Cammot
163,Capcom
164,Carp Studio
165,Casio Entertainment
166,Chaos Project
167,CherryLips
168,ChiChinoya
169,Chiba TV
170,Children's Playground Entertainment
171,China Animation Characters
172,China Literature Limited
173,Chippai
174,Chrono Gear Creative
175,Chugai Mining Co.
176,Chukong Technologies
177,Chukyo TV Broadcasting
178,Chungeorahm Film
179,Chuubu Nihon Kyouei
180,CinePix
181,Cinema Tohoku
182,CloverWorks
183,CoMix Wave Films
184,Coamix
185,Coastline Animation Studio
186,Cocoro Free
187,Code
188,Collaboration Works
189,Colored-Pencil Animation Design
190,Comic Umenohone
191,Comstock
192,Contents Seed
193,Cookie Jar Entertainment
194,Coolism Productions
195,Cosmic Ray
196,Cosmos
197,Cospa
198,Cotton Doll
199,Craftar
200,Cranberry
201,Creative Bridge
202,Creative Power Entertaining
203,Creek & River
204,Critical Mass Video
205,Cromea
206,Crossphere
207,Crunchyroll SC Anime Fund
208,CyberAgent
209,CyberConnect2
210,CyberStep
211,Cyclone Graphics inc
212,Cygames
213,D & D Pictures
214,D-techno
215,D.A.S.T.
216,D.N.dreampartners
217,D3
218,DAX Production
219,DIVE II Entertainment
220,DJI
221,DLE
222,DMM pictures
223,DMM.com
224,DMM.futureworks
225,DOGA Productions
226,DR Movie
227,Dai Nippon Printing
228,Daichi Doga
229,Daiei
230,Daiichi Shokai CO.
231,Daiichikosho
232,Daiko
233,DandeLion Animation Studio LLC
234,Darts
235,Datam Polystar
236,Daume
237,DeNA
238,Dear Stage inc.
239,Decovocal
240,Delfi Sound
241,Dentsu
242,Dentsu Eigasha Tokyo
243,Dentsu Razorfish
244,Dentsu Tec
245,Design Factory
246,DiC Entertainment
247,Diabolik Lovers MB Project
248,Digital Frontier
249,Digital Media Lab
250,Digital Works
251,Digiturbo
252,Diomedea
253,Directions
254,Discovery
255,Docomo Anime Store
256,Dongwoo A&E
257,Dongyang Animation
258,Donuts
259,Dream Creation
260,Dream Force
261,Drecom
262,Duckbill Entertainment
263,Dwango
264,Dwango Music Entertainment
265,Dynamic Planning
266,Dynamo Pictures
267,E&G Films
268,EBS
269,EDGE
270,EMI
271,EXA International
272,Earth Star Entertainment
273,East Japan Marketing & Communications
274,Echo
275,Echoes
276,Egg Firm
277,ElectromagneticWave
278,Emon
279,Enlight Pictures
280,Enoki Films
281,Enterbrain
282,Epicross
283,Epoch
284,Evil Line Records
285,Exit Tunes
286,Eye Move
287,F.M.F
288,FOREST Hunting One
289,FUJIYAMA PROJECT JAPAN
290,Fairy Dust
291,Fanworks
292,Felix Film
293,Fields
294,Film Workshop
295,Filmlink International
296,Five Ways
297,Flex Comix
298,Forecast Communications
299,Four Some
300,Free-Will
301,Frencel
302,Front Line
303,Frontier Works
304,Fuji Creative
305,Fuji Pacific Music Publishing
306,Fuji TV
307,Fuji Video
308,Fuji&gumi Games
309,Fujiko F. Fujio Pro
310,Fujimi Shobo
311,Fujio Production
312,Fujishouji
313,Fukuoka Broadcasting System
314,Furyu
315,Futabasha
316,Future Planet
317,G&G Entertainment
318,G-mode
319,G.CMay Animation & Film
320,GAGA
321,GANSIS
322,GARDEN LODGE
323,GDH
324,GEN Productions
325,GODxDOG Production
326,GYAO!
327,Gainax
328,Gakken
329,Gakken Eigakyoku
330,Geidai Animation
331,Geijutsu Eigasha
332,Gen'ei
333,Genco
334,Gendai Production
335,Geneon Universal Entertainment
336,Gentosha Comics
337,Gigno Systems
338,Ginga Ya
339,Glams
340,Glovision
341,Gold Bear
342,Good Smile Company
343,Graphinica
344,Grasshoppa!
345,Gree
346,Green Bunny
347,Greenwood
348,Grooove
349,Group TAC
350,Grouper Productions
351,Gzbrain
352,Hakoniwa Academy Student Council
353,Hakuhodo
354,Hakuhodo DY Media Partners
355,Hakuhodo DY Music & Pictures
356,Hakusensha
357,Hal Film Maker
358,Half H.P Studio
359,Haoliners Animation League
360,Happinet Pictures
361,Happy Elements
362,Harappa
363,Hasbro
364,HeART-BIT
365,Heewon Entertainment
366,Hero Communication
367,Heroz
368,Higa Brothers Production
369,Highlights Entertainment
370,Himajin Planning
371,Himeyuri Alumnae Incorporated Foundation
372,Hipland Music Corporation
373,Hiro Media
374,Hiroshi Planning
375,Hiroshima Television
376,Hisashishi Videos
377,Hobby Japan
378,Hobi Animation
379,Hobibox
380,Hokkaido Azmacy
381,Hokkaido Cultural Broadcasting
382,Hoods Entertainment
383,Horannabi
384,HoriPro
385,Hoso Seisaku Doga
386,Hot Bear
387,Hotline
388,Houbunsha
389,Hulu
390,I Will
391,I was a Ballerina
392,I'm Enterprise
393,I-move
394,I.Toon
395,ILCA
396,INCS toenter
397,ING
398,Ichijinsha
399,Idea Factory
400,Ima Group
401,Image Kei
402,Imagi
403,Imagica
404,Imagica West
405,Imagin
406,Inc.
407,Indeprox
408,Index
409,Infinite
410,Innocent Grey
411,International Digital Artist
412,Inu x Boku SS Production Partners
413,Ishimori Pro
414,Itasca Studio
415,Iwatobi High School Swimming Club
416,Iyasakadou Film
417,J.C.Staff
418,JM Animation
419,JP Room
420,JTB Entertainment
421,JY Animation
422,Jade Animation
423,Jam
424,Japan Home Video
425,Japan Sleeve
426,JapanAnime
427,Jay Zone Comic
428,Jidaigeki Channel
429,Jinnan Studio
430,Jinnis Animation Studios
431,Jormungand Production Partners
432,Jumondo
433,Just Pro
434,K-Factory
435,KAGAYA Studio
436,KBS
437,KDDI
438,KEN ON
439,KENMedia
440,KJJ Animation
441,KLab
442,KMMJ Studios
443,KOO-KI
444,KSS
445,Kadokawa
446,Kadokawa Contents Gate
447,Kadokawa Daiei Studio
448,Kadokawa Games
449,Kadokawa Media (Taiwan)
450,Kadokawa Media House
451,Kadokawa Pictures Japan
452,Kadokawa Shoten
453,Kaeruotoko Shokai
454,Kakao Japan
455,Kamikaze Douga
456,Kamio Japan
457,Kaname Productions
458,Kanetsu Co.
459,Kanon Sound
460,Kansai Telecasting
461,Katsudou-manga-kan
462,Kawade Shobo Shinsha
463,Kawamoto Productions
464,Keisei Electric Railway
465,Kenji Studio
466,Khara
467,Ki/oon Music
468,Kids Station
469,Kimi To Boku Production Partners
470,Kinema Citrus
471,King Bee
472,King Records
473,Kino Production
474,Kinoshita Group Holdings
475,Kinoshita Koumuten
476,Kinyosha
477,Kitty Films
478,Kitty Media
479,Kiyosumi High School Mahjong Club
480,KlockWorx
481,Knack Animation
482,Knack Productions
483,Kobunsha
484,Kodansha
485,Koei
486,Koei Tecmo Games
487,Kojiro Shishido Animation Works
488,Kokusai Eigasha
489,Konami
490,Konami Digital Entertainment
491,Kotobukiya
492,Kujou-kun no Bonnou wo Mimamoru-kai
493,Kuri Jikken Manga Kobo
494,Kyodo Eiga
495,Kyoraku Industrial Holdings
496,Kyoto Animation
497,Kyotoma
498,Kyowa Film
499,L.
500,LIDENFILMS
501,LINE Corporation
502,LMD
503,LTD
504,LTD.
505,Lambert
506,LandQ studios
507,Langmaor
508,Lantis
509,Lapis
510,Lastrum Music
511,Lawson
512,Lawson HMV Entertainment
513,Lemon Heart
514,Level-5
515,Life Work
516,Light Chaser Animation Studios
517,Links
518,Live Viewing Japan
519,Liverpool
520,Ltd.
521,Lucent Pictures Entertainment
522,Lucky Paradise
523,Lune Pictures
524,L²Studio
525,M.S.C
526,MAGES.
527,MK Pictures
528,MMDGP
529,MS Pictures
530,Mad Box
531,Madhouse
532,Madoka Partners
533,Mag Garden
534,Magic Bus
535,Magic Capsule
536,Magic Lantern Film
537,Maikaze
538,Mainichi Broadcasting System
539,Mainichi Shimbun
540,Marine Entertainment
541,Maru Production
542,Marubeni
543,Marui Group
544,Marvelous
545,Marvelous AQL
546,Mary Jane
547,Marza Animation Planet
548,Maxell E-Cube
549,Media Bank
550,Media Blasters
551,Media Castle
552,Media Do
553,Media Factory
554,Media Rings
555,MediaNet
556,Medicos Entertainment
557,Medicrie
558,Meiji Seika
559,Mellow Head
560,Melonbooks
561,Memory-Tech
562,Meruhensha
563,Milestone Music Publishing
564,Milkshake
565,Milky Animation Label
566,Milky Cartoon
567,Minami Machi Bugyousho
568,Ministry of the Navy
569,Mippei Eigeki Kiryuukan
570,Miracle Bus
571,Miracle Robo
572,Mirai Film
573,Mirai Records
574,Miraicha Records
575,Misseri Studio
576,Mistral Japan
577,Mitsubishi
578,Miyagi Television Broadcasting
579,Mobcast
580,Monomusik
581,Moonbell
582,Moonstone Cherry
583,Movic
584,Muse Communication Co.
585,Mushi Production
586,Music Ray'n
587,My Theater D.D.
588,Myung Films
589,Möbius Tone
590,N&G Production
591,NADA Holdings
592,NAZ
593,NBCUniversal Entertainment Japan
594,NEC Avenue
595,NHK
596,NHK Enterprises
597,NHK-BS2
598,NHN PlayArt
599,NIANTIC
600,NOTTV
601,NTT Docomo
602,NTT Plala
603,Nagoya TV Housou
604,Nakamura Production
